transaction_id,customer_id,category_id,transaction_date,amount,currency,merchant,channel,amount_gbp,year,month,month_name,quarter,day_of_week
TXN0009590,CUST00120,CAT03,2025-01-15,64.33,GBP,Just Eat,Online Banking,64.33,2025,1,January,1,Wednesday
TXN0010450,CUST00385,CAT05,2025-05-06,795.21,GBP,Airbnb,Card Payment,795.21,2025,5,May,2,Tuesday
TXN0006088,CUST00074,CAT04,2025-03-27,16.33,GBP,PlayStation Store,Mobile App,16.33,2025,3,March,1,Thursday
TXN0000891,CUST00072,CAT01,2025-09-02,88.06,USD,Sainsbury's,Mobile App,100.68,2025,9,September,3,Tuesday
TXN0007665,CUST00208,CAT03,2025-07-27,31.81,GBP,Nando's,ATM,31.81,2025,7,July,3,Sunday
TXN0011117,CUST00264,CAT05,2026-05-14,744.73,GBP,Trainline,Online Banking,744.73,2026,5,May,2,Thursday
TXN0004940,CUST00022,CAT05,2025-02-20,655.09,GBP,easyJet,Online Banking,655.09,2025,2,February,1,Thursday
TXN0009802,CUST00115,CAT08,2025-05-25,88.0,GBP,Argos,Card Payment,88.0,2025,5,May,2,Sunday
TXN0007820,CUST00273,CAT06,2025-08-12,57.55,GBP,National Rail,Card Payment,57.55,2025,8,August,3,Tuesday
TXN0005899,CUST00454,CAT04,2025-06-03,57.37,GBP,PlayStation Store,Card Payment,57.37,2025,6,June,2,Tuesday
TXN0006174,CUST00171,CAT08,2026-04-29,336.21,GBP,IKEA,Mobile App,336.21,2026,4,April,2,Wednesday
TXN0009316,CUST00484,CAT06,2025-07-28,11.79,GBP,BP,Mobile App,11.79,2025,7,July,3,Monday
TXN0005820,CUST00300,CAT10,2026-06-22,250.89,GBP,Cash Withdrawal,Mobile App,250.89,2026,6,June,2,Monday
TXN0009226,CUST00104,CAT10,2025-04-25,464.05,GBP,Fee,Card Payment,464.05,2025,4,April,2,Friday
TXN0008501,CUST00399,CAT05,2025-09-10,356.86,GBP,easyJet,Branch,356.86,2025,9,September,3,Wednesday
TXN0008831,CUST00003,CAT03,2025-04-06,30.73,GBP,Costa Coffee,ATM,30.73,2025,4,April,2,Sunday
TXN0000585,CUST00407,CAT10,2025-06-21,318.53,GBP,Bank Transfer,Branch,318.53,2025,6,June,2,Saturday
TXN0003269,CUST00295,CAT08,2025-12-27,255.09,GBP,John Lewis,Mobile App,255.09,2025,12,December,4,Saturday
TXN0003933,CUST00196,CAT07,2026-06-26,33.02,GBP,The Times,Online Banking,33.02,2026,6,June,2,Friday
TXN0004966,CUST00390,CAT09,2026-01-30,36.32,GBP,Specsavers,Mobile App,36.32,2026,1,January,1,Friday
TXN0001261,CUST00150,CAT06,2025-05-29,28.36,GBP,TfL,Online Banking,28.36,2025,5,May,2,Thursday
TXN0008640,CUST00098,CAT04,2025-02-11,38.23,GBP,PlayStation Store,Mobile App,38.23,2025,2,February,1,Tuesday
TXN0006200,CUST00353,CAT08,2025-01-16,38.28,GBP,ASOS,Branch,38.28,2025,1,January,1,Thursday
TXN0006693,CUST00443,CAT07,2026-03-24,35.47,GBP,Amazon Prime,ATM,35.47,2026,3,March,1,Tuesday
TXN0000311,CUST00071,CAT07,2025-03-12,24.75,GBP,Apple,Branch,24.75,2025,3,March,1,Wednesday
TXN0001717,CUST00090,CAT05,2026-03-04,74.49,GBP,Airbnb,Card Payment,74.49,2026,3,March,1,Wednesday
TXN0006010,CUST00203,CAT05,2025-12-05,224.96,GBP,Booking.com,ATM,224.96,2025,12,December,4,Friday
TXN0002053,CUST00015,CAT04,2025-09-23,14.12,GBP,PlayStation Store,Mobile App,14.12,2025,9,September,3,Tuesday
TXN0010481,CUST00204,CAT06,2026-03-11,26.65,GBP,TfL,Card Payment,26.65,2026,3,March,1,Wednesday
TXN0004669,CUST00070,CAT05,2025-06-30,546.68,GBP,British Airways,Online Banking,546.68,2025,6,June,2,Monday
TXN0004299,CUST00086,CAT06,2025-11-16,44.41,GBP,Uber,Card Payment,44.41,2025,11,November,4,Sunday
TXN0006647,CUST00129,CAT07,2025-11-18,45.44,GBP,Amazon Prime,Mobile App,45.44,2025,11,November,4,Tuesday
TXN0003784,CUST00144,CAT05,2025-08-19,666.44,GBP,easyJet,Online Banking,666.44,2025,8,August,3,Tuesday
TXN0001009,CUST00253,CAT02,2025-11-16,84.93,GBP,EE,Mobile App,84.93,2025,11,November,4,Sunday
TXN0007609,CUST00286,CAT07,2025-05-19,20.14,USD,LinkedIn Premium,Online Banking,23.03,2025,5,May,2,Monday
TXN0010305,CUST00293,CAT03,2026-02-16,24.39,GBP,Just Eat,Online Banking,24.39,2026,2,February,1,Monday
TXN0002186,CUST00439,CAT02,2025-08-22,236.43,GBP,Thames Water,Mobile App,236.43,2025,8,August,3,Friday
TXN0003624,CUST00193,CAT04,2026-04-10,53.07,USD,Spotify,ATM,60.67,2026,4,April,2,Friday
TXN0011957,CUST00497,CAT05,2025-12-19,552.42,GBP,Airbnb,Card Payment,552.42,2025,12,December,4,Friday
TXN0008344,CUST00008,CAT01,2025-03-13,58.79,GBP,Waitrose,Mobile App,58.79,2025,3,March,1,Thursday
TXN0004060,CUST00194,CAT01,2026-05-31,119.08,GBP,ASDA,Online Banking,119.08,2026,5,May,2,Sunday
TXN0004757,CUST00404,CAT05,2025-11-10,37.63,GBP,Booking.com,Online Banking,37.63,2025,11,November,4,Monday
TXN0007786,CUST00409,CAT03,2026-02-04,41.69,GBP,Just Eat,Branch,41.69,2026,2,February,1,Wednesday
TXN0000091,CUST00454,CAT01,2026-04-30,18.75,GBP,ASDA,Card Payment,18.75,2026,4,April,2,Thursday
TXN0001988,CUST00412,CAT01,2026-01-29,62.09,GBP,Sainsbury's,Mobile App,62.09,2026,1,January,1,Thursday
TXN0000471,CUST00184,CAT07,2025-08-01,5.55,GBP,Gym Membership,Mobile App,5.55,2025,8,August,3,Friday
TXN0001327,CUST00204,CAT01,2025-05-20,25.94,GBP,Tesco,Mobile App,25.94,2025,5,May,2,Tuesday
TXN0007280,CUST00244,CAT02,2026-03-12,163.32,GBP,EDF Energy,Branch,163.32,2026,3,March,1,Thursday
TXN0009929,CUST00040,CAT09,2025-06-14,126.11,GBP,Superdrug,Mobile App,126.11,2025,6,June,2,Saturday
TXN0002118,CUST00303,CAT02,2026-06-13,165.37,GBP,British Gas,Card Payment,165.37,2026,6,June,2,Saturday
TXN0002938,CUST00164,CAT05,2025-01-08,479.51,GBP,Trainline,Card Payment,479.51,2025,1,January,1,Wednesday
TXN0000889,CUST00496,CAT07,2025-04-20,9.47,GBP,Apple,Mobile App,9.47,2025,4,April,2,Sunday
TXN0000984,CUST00183,CAT03,2025-12-31,10.64,GBP,Deliveroo,Mobile App,10.64,2025,12,December,4,Wednesday
TXN0006933,CUST00111,CAT05,2025-04-26,358.88,GBP,British Airways,Mobile App,358.88,2025,4,April,2,Saturday
TXN0011724,CUST00009,CAT06,2025-03-12,58.07,GBP,BP,Mobile App,58.07,2025,3,March,1,Wednesday
TXN0009333,CUST00124,CAT09,2025-04-30,68.97,GBP,Local Pharmacy,Branch,68.97,2025,4,April,2,Wednesday
TXN0008162,CUST00299,CAT06,2025-02-11,14.41,GBP,TfL,Online Banking,14.41,2025,2,February,1,Tuesday
TXN0010626,CUST00439,CAT09,2025-02-16,99.77,GBP,Boots,Online Banking,99.77,2025,2,February,1,Sunday
TXN0002926,CUST00069,CAT03,2025-07-18,72.65,GBP,Costa Coffee,Mobile App,72.65,2025,7,July,3,Friday
TXN0005885,CUST00237,CAT06,2025-12-17,49.06,GBP,BP,Mobile App,49.06,2025,12,December,4,Wednesday
TXN0002342,CUST00073,CAT04,2026-03-03,8.91,GBP,PlayStation Store,Card Payment,8.91,2026,3,March,1,Tuesday
TXN0008880,CUST00156,CAT06,2025-07-01,23.0,GBP,National Rail,Card Payment,23.0,2025,7,July,3,Tuesday
TXN0008314,CUST00123,CAT01,2025-02-27,74.59,GBP,Sainsbury's,Mobile App,74.59,2025,2,February,1,Thursday
TXN0009380,CUST00465,CAT09,2025-08-09,48.21,GBP,Specsavers,Branch,48.21,2025,8,August,3,Saturday
TXN0008798,CUST00127,CAT02,2025-01-02,141.49,GBP,EE,Card Payment,141.49,2025,1,January,1,Thursday
TXN0009750,CUST00106,CAT03,2026-05-03,74.96,GBP,Just Eat,Card Payment,74.96,2026,5,May,2,Sunday
TXN0008487,CUST00261,CAT03,2025-12-17,11.86,GBP,Nando's,Branch,11.86,2025,12,December,4,Wednesday
TXN0000628,CUST00178,CAT07,2026-06-15,38.64,GBP,Apple,Online Banking,38.64,2026,6,June,2,Monday
TXN0008301,CUST00129,CAT08,2025-11-19,317.43,GBP,ASOS,Mobile App,317.43,2025,11,November,4,Wednesday
TXN0004948,CUST00378,CAT06,2025-05-26,74.68,GBP,National Rail,Online Banking,74.68,2025,5,May,2,Monday
TXN0005081,CUST00167,CAT09,2025-10-01,15.86,GBP,Local Pharmacy,Mobile App,15.86,2025,10,October,4,Wednesday
TXN0004245,CUST00399,CAT05,2025-08-27,347.46,GBP,Booking.com,Online Banking,347.46,2025,8,August,3,Wednesday
TXN0011188,CUST00046,CAT02,2026-01-25,176.79,GBP,Virgin Media,Online Banking,176.79,2026,1,January,1,Sunday
TXN0004766,CUST00035,CAT05,2025-04-01,793.94,GBP,British Airways,Mobile App,793.94,2025,4,April,2,Tuesday
TXN0001602,CUST00032,CAT06,2025-08-05,33.69,GBP,BP,Card Payment,33.69,2025,8,August,3,Tuesday
TXN0011866,CUST00004,CAT06,2025-04-25,14.76,GBP,National Rail,Branch,14.76,2025,4,April,2,Friday
TXN0001270,CUST00186,CAT01,2025-05-26,38.54,GBP,Tesco,Mobile App,38.54,2025,5,May,2,Monday
TXN0000129,CUST00231,CAT04,2026-01-29,5.38,GBP,Cineworld,Mobile App,5.38,2026,1,January,1,Thursday
TXN0009877,CUST00256,CAT01,2025-03-12,11.69,GBP,Waitrose,Online Banking,11.69,2025,3,March,1,Wednesday
TXN0008603,CUST00171,CAT03,2026-03-18,69.59,GBP,Costa Coffee,Mobile App,69.59,2026,3,March,1,Wednesday
TXN0001712,CUST00155,CAT06,2026-05-11,8.01,GBP,National Rail,Card Payment,8.01,2026,5,May,2,Monday
TXN0004183,CUST00014,CAT03,2026-02-19,56.16,GBP,Costa Coffee,Card Payment,56.16,2026,2,February,1,Thursday
TXN0007300,CUST00391,CAT02,2026-04-17,170.67,GBP,EDF Energy,Card Payment,170.67,2026,4,April,2,Friday
TXN0008984,CUST00188,CAT06,2026-03-02,56.24,GBP,National Rail,Card Payment,56.24,2026,3,March,1,Monday
TXN0004236,CUST00089,CAT05,2025-10-02,273.15,GBP,easyJet,Online Banking,273.15,2025,10,October,4,Thursday
TXN0006996,CUST00348,CAT08,2025-06-07,236.1,GBP,IKEA,Mobile App,236.1,2025,6,June,2,Saturday
TXN0007973,CUST00121,CAT03,2026-04-28,17.12,GBP,Costa Coffee,Mobile App,17.12,2026,4,April,2,Tuesday
TXN0002399,CUST00369,CAT08,2025-10-06,261.87,GBP,John Lewis,Card Payment,261.87,2025,10,October,4,Monday
TXN0010622,CUST00436,CAT10,2025-04-15,148.92,GBP,Fee,Card Payment,148.92,2025,4,April,2,Tuesday
TXN0008270,CUST00217,CAT10,2025-04-07,349.54,GBP,Direct Debit,Mobile App,349.54,2025,4,April,2,Monday
TXN0008770,CUST00054,CAT08,2026-01-10,76.36,GBP,ASOS,Mobile App,76.36,2026,1,January,1,Saturday
TXN0011096,CUST00122,CAT05,2026-01-07,272.18,GBP,Airbnb,Card Payment,272.18,2026,1,January,1,Wednesday
TXN0001187,CUST00067,CAT09,2026-04-30,104.74,GBP,Specsavers,Mobile App,104.74,2026,4,April,2,Thursday
TXN0008689,CUST00276,CAT10,2025-11-01,115.36,GBP,Fee,Online Banking,115.36,2025,11,November,4,Saturday
TXN0006466,CUST00310,CAT01,2026-05-13,11.37,GBP,Sainsbury's,Mobile App,11.37,2026,5,May,2,Wednesday
TXN0001978,CUST00391,CAT02,2025-05-17,124.52,GBP,EE,Mobile App,124.52,2025,5,May,2,Saturday
TXN0005315,CUST00030,CAT08,2026-04-22,208.49,GBP,Amazon,Card Payment,208.49,2026,4,April,2,Wednesday
TXN0004248,CUST00149,CAT04,2025-11-01,11.62,GBP,Disney+,Online Banking,11.62,2025,11,November,4,Saturday
TXN0011264,CUST00057,CAT07,2025-05-20,24.72,GBP,Gym Membership,ATM,24.72,2025,5,May,2,Tuesday
TXN0009785,CUST00197,CAT02,2025-04-05,149.32,GBP,EE,Mobile App,149.32,2025,4,April,2,Saturday
TXN0000916,CUST00249,CAT09,2026-04-01,68.24,GBP,Boots,Mobile App,68.24,2026,4,April,2,Wednesday
TXN0001306,CUST00473,CAT03,2026-02-05,70.32,USD,Just Eat,Card Payment,80.4,2026,2,February,1,Thursday
TXN0001097,CUST00265,CAT06,2026-05-19,23.61,GBP,BP,Card Payment,23.61,2026,5,May,2,Tuesday
TXN0003050,CUST00189,CAT05,2025-08-27,233.49,GBP,easyJet,Mobile App,233.49,2025,8,August,3,Wednesday
TXN0008279,CUST00359,CAT01,2025-02-04,50.78,GBP,Sainsbury's,Mobile App,50.78,2025,2,February,1,Tuesday
TXN0006654,CUST00322,CAT10,2026-03-12,93.27,GBP,Fee,ATM,93.27,2026,3,March,1,Thursday
TXN0011764,CUST00484,CAT05,2026-04-04,221.49,GBP,easyJet,Mobile App,221.49,2026,4,April,2,Saturday
TXN0001274,CUST00012,CAT03,2025-05-21,7.97,GBP,Nando's,Card Payment,7.97,2025,5,May,2,Wednesday
TXN0005699,CUST00040,CAT08,2025-06-01,393.79,GBP,Amazon,Online Banking,393.79,2025,6,June,2,Sunday
TXN0010018,CUST00065,CAT05,2025-01-20,214.9,GBP,Booking.com,Online Banking,214.9,2025,1,January,1,Monday
TXN0002797,CUST00001,CAT07,2026-06-10,8.29,GBP,Amazon Prime,Mobile App,8.29,2026,6,June,2,Wednesday
TXN0006798,CUST00444,CAT07,2025-04-17,19.08,GBP,Amazon Prime,Mobile App,19.08,2025,4,April,2,Thursday
TXN0001399,CUST00179,CAT07,2025-04-13,32.77,GBP,The Times,Card Payment,32.77,2025,4,April,2,Sunday
TXN0006616,CUST00173,CAT01,2025-01-18,88.78,GBP,Waitrose,Mobile App,88.78,2025,1,January,1,Saturday
TXN0003359,CUST00005,CAT03,2025-04-21,66.64,GBP,Deliveroo,Mobile App,66.64,2025,4,April,2,Monday
TXN0007751,CUST00031,CAT04,2026-06-17,13.71,GBP,Netflix,Mobile App,13.71,2026,6,June,2,Wednesday
TXN0004463,CUST00209,CAT05,2026-01-22,797.33,GBP,British Airways,Online Banking,797.33,2026,1,January,1,Thursday
TXN0008960,CUST00123,CAT05,2025-12-01,686.94,GBP,Airbnb,Card Payment,686.94,2025,12,December,4,Monday
TXN0008169,CUST00265,CAT06,2026-05-04,44.75,GBP,TfL,Mobile App,44.75,2026,5,May,2,Monday
TXN0003564,CUST00276,CAT08,2025-09-30,173.26,GBP,John Lewis,Card Payment,173.26,2025,9,September,3,Tuesday
TXN0011727,CUST00018,CAT03,2025-12-02,19.44,GBP,Nando's,Mobile App,19.44,2025,12,December,4,Tuesday
TXN0011475,CUST00449,CAT02,2025-05-14,184.65,GBP,Virgin Media,Card Payment,184.65,2025,5,May,2,Wednesday
TXN0006514,CUST00285,CAT01,2025-08-24,96.89,GBP,ASDA,ATM,96.89,2025,8,August,3,Sunday
TXN0004568,CUST00015,CAT09,2026-03-29,36.99,GBP,Bupa,Online Banking,36.99,2026,3,March,1,Sunday
TXN0009465,CUST00020,CAT04,2025-05-24,49.73,GBP,Netflix,Mobile App,49.73,2025,5,May,2,Saturday
TXN0006604,CUST00032,CAT09,2025-11-05,122.03,GBP,Bupa,Mobile App,122.03,2025,11,November,4,Wednesday
TXN0002657,CUST00240,CAT07,2026-03-28,42.0,GBP,LinkedIn Premium,Card Payment,42.0,2026,3,March,1,Saturday
TXN0010250,CUST00359,CAT05,2025-11-05,45.32,GBP,Booking.com,Mobile App,45.32,2025,11,November,4,Wednesday
TXN0004306,CUST00437,CAT03,2025-06-09,11.01,GBP,Pret A Manger,Branch,11.01,2025,6,June,2,Monday
TXN0001962,CUST00240,CAT10,2025-02-04,207.9,GBP,Direct Debit,Mobile App,207.9,2025,2,February,1,Tuesday
TXN0004993,CUST00351,CAT04,2025-08-24,23.79,GBP,Netflix,Card Payment,23.79,2025,8,August,3,Sunday
TXN0004892,CUST00249,CAT10,2026-05-29,32.59,GBP,Direct Debit,Card Payment,32.59,2026,5,May,2,Friday
TXN0005816,CUST00435,CAT07,2025-04-07,7.55,GBP,Amazon Prime,Mobile App,7.55,2025,4,April,2,Monday
TXN0005870,CUST00130,CAT06,2025-11-01,59.67,GBP,National Rail,Branch,59.67,2025,11,November,4,Saturday
TXN0008932,CUST00475,CAT07,2026-06-09,15.23,GBP,Apple,Mobile App,15.23,2026,6,June,2,Tuesday
TXN0006396,CUST00493,CAT02,2025-08-01,91.14,GBP,Thames Water,Mobile App,91.14,2025,8,August,3,Friday
TXN0006227,CUST00418,CAT04,2026-03-11,11.68,GBP,PlayStation Store,Mobile App,11.68,2026,3,March,1,Wednesday
TXN0009310,CUST00112,CAT01,2025-02-13,45.41,GBP,ASDA,Mobile App,45.41,2025,2,February,1,Thursday
TXN0007639,CUST00473,CAT05,2025-05-18,73.38,GBP,Trainline,Mobile App,73.38,2025,5,May,2,Sunday
TXN0011924,CUST00053,CAT01,2025-09-13,117.63,GBP,ASDA,Mobile App,117.63,2025,9,September,3,Saturday
TXN0001252,CUST00151,CAT07,2025-08-27,26.67,GBP,The Times,Mobile App,26.67,2025,8,August,3,Wednesday
TXN0003177,CUST00095,CAT10,2025-06-03,333.79,GBP,Cash Withdrawal,Branch,333.79,2025,6,June,2,Tuesday
TXN0005073,CUST00263,CAT08,2025-07-22,199.16,GBP,IKEA,ATM,199.16,2025,7,July,3,Tuesday
TXN0003360,CUST00111,CAT04,2025-09-17,41.27,GBP,Netflix,Mobile App,41.27,2025,9,September,3,Wednesday
TXN0007683,CUST00326,CAT03,2025-02-24,51.12,GBP,Nando's,Mobile App,51.12,2025,2,February,1,Monday
TXN0008295,CUST00190,CAT10,2025-09-24,386.8,GBP,Misc,Mobile App,386.8,2025,9,September,3,Wednesday
TXN0010441,CUST00131,CAT08,2026-01-29,280.56,GBP,Amazon,Branch,280.56,2026,1,January,1,Thursday
TXN0009045,CUST00168,CAT01,2026-03-18,57.45,GBP,Waitrose,Online Banking,57.45,2026,3,March,1,Wednesday
TXN0007467,CUST00339,CAT05,2025-06-11,674.2,GBP,easyJet,Mobile App,674.2,2025,6,June,2,Wednesday
TXN0011100,CUST00449,CAT02,2026-06-17,247.65,GBP,British Gas,Mobile App,247.65,2026,6,June,2,Wednesday
TXN0003290,CUST00335,CAT09,2025-03-15,34.5,GBP,Bupa,Mobile App,34.5,2025,3,March,1,Saturday
TXN0011143,CUST00104,CAT07,2026-03-04,14.73,GBP,The Times,Mobile App,14.73,2026,3,March,1,Wednesday
TXN0007412,CUST00364,CAT08,2026-02-24,184.21,GBP,Argos,Card Payment,184.21,2026,2,February,1,Tuesday
TXN0011172,CUST00451,CAT03,2025-10-18,58.85,USD,Just Eat,Online Banking,67.28,2025,10,October,4,Saturday
TXN0003191,CUST00035,CAT06,2026-05-16,32.16,GBP,National Rail,Card Payment,32.16,2026,5,May,2,Saturday
TXN0001574,CUST00283,CAT04,2025-02-15,52.45,GBP,Netflix,Mobile App,52.45,2025,2,February,1,Saturday
TXN0009287,CUST00355,CAT06,2025-11-19,61.87,GBP,TfL,Online Banking,61.87,2025,11,November,4,Wednesday
TXN0001052,CUST00015,CAT04,2026-03-23,34.09,GBP,Spotify,Online Banking,34.09,2026,3,March,1,Monday
TXN0004070,CUST00384,CAT10,2025-03-21,424.21,GBP,Misc,ATM,424.21,2025,3,March,1,Friday
TXN0007792,CUST00108,CAT09,2026-01-21,36.8,GBP,Boots,Online Banking,36.8,2026,1,January,1,Wednesday
TXN0003219,CUST00431,CAT07,2025-02-11,37.34,GBP,The Times,Card Payment,37.34,2025,2,February,1,Tuesday
TXN0008213,CUST00301,CAT07,2025-02-28,5.71,GBP,Amazon Prime,Mobile App,5.71,2025,2,February,1,Friday
TXN0000273,CUST00296,CAT02,2026-04-14,220.76,GBP,Virgin Media,Mobile App,220.76,2026,4,April,2,Tuesday
TXN0002043,CUST00187,CAT07,2025-05-08,28.55,GBP,LinkedIn Premium,Branch,28.55,2025,5,May,2,Thursday
TXN0004764,CUST00255,CAT07,2026-05-08,16.19,GBP,Gym Membership,Card Payment,16.19,2026,5,May,2,Friday
TXN0010592,CUST00170,CAT03,2026-06-19,51.94,GBP,Pret A Manger,Mobile App,51.94,2026,6,June,2,Friday
TXN0007991,CUST00270,CAT08,2026-02-04,265.36,GBP,ASOS,Mobile App,265.36,2026,2,February,1,Wednesday
TXN0008684,CUST00405,CAT03,2025-12-22,50.47,GBP,Deliveroo,Mobile App,50.47,2025,12,December,4,Monday
TXN0001474,CUST00181,CAT01,2025-04-26,51.48,GBP,Waitrose,Online Banking,51.48,2025,4,April,2,Saturday
TXN0007283,CUST00232,CAT07,2026-06-24,11.32,GBP,Amazon Prime,Mobile App,11.32,2026,6,June,2,Wednesday
TXN0009911,CUST00220,CAT05,2026-04-29,282.67,GBP,Trainline,Card Payment,282.67,2026,4,April,2,Wednesday
TXN0008293,CUST00019,CAT06,2025-08-19,8.95,GBP,BP,Online Banking,8.95,2025,8,August,3,Tuesday
TXN0009426,CUST00196,CAT09,2025-06-23,117.69,GBP,Bupa,Online Banking,117.69,2025,6,June,2,Monday
TXN0010939,CUST00013,CAT10,2025-09-24,17.77,GBP,Fee,Card Payment,17.77,2025,9,September,3,Wednesday
TXN0004323,CUST00328,CAT06,2026-04-21,67.88,GBP,BP,Online Banking,67.88,2026,4,April,2,Tuesday
TXN0009731,CUST00128,CAT06,2025-10-06,15.56,GBP,National Rail,Online Banking,15.56,2025,10,October,4,Monday
TXN0011290,CUST00061,CAT04,2025-07-09,43.89,GBP,Netflix,Card Payment,43.89,2025,7,July,3,Wednesday
TXN0005832,CUST00003,CAT10,2026-03-07,239.89,GBP,Fee,Online Banking,239.89,2026,3,March,1,Saturday
TXN0010029,CUST00008,CAT04,2026-05-08,40.96,GBP,Netflix,Card Payment,40.96,2026,5,May,2,Friday
TXN0000499,CUST00281,CAT09,2025-06-18,146.29,GBP,Bupa,ATM,146.29,2025,6,June,2,Wednesday
TXN0009382,CUST00468,CAT02,2025-12-08,96.14,GBP,Thames Water,Mobile App,96.14,2025,12,December,4,Monday
TXN0008791,CUST00494,CAT04,2026-06-26,54.27,GBP,Netflix,Mobile App,54.27,2026,6,June,2,Friday
TXN0004710,CUST00447,CAT07,2026-03-27,34.19,GBP,LinkedIn Premium,Mobile App,34.19,2026,3,March,1,Friday
TXN0010028,CUST00249,CAT06,2025-07-06,89.49,GBP,Uber,Card Payment,89.49,2025,7,July,3,Sunday
TXN0010306,CUST00018,CAT03,2026-01-01,59.32,GBP,Just Eat,Card Payment,59.32,2026,1,January,1,Thursday
TXN0004486,CUST00374,CAT01,2026-03-07,90.36,GBP,Sainsbury's,Card Payment,90.36,2026,3,March,1,Saturday
TXN0011585,CUST00162,CAT02,2025-05-21,170.7,GBP,EDF Energy,Card Payment,170.7,2025,5,May,2,Wednesday
TXN0003479,CUST00064,CAT10,2025-10-29,246.81,GBP,Cash Withdrawal,Mobile App,246.81,2025,10,October,4,Wednesday
TXN0009427,CUST00101,CAT01,2025-01-18,37.82,GBP,Aldi,Online Banking,37.82,2025,1,January,1,Saturday
TXN0003925,CUST00128,CAT10,2025-05-16,495.21,GBP,Fee,Branch,495.21,2025,5,May,2,Friday
TXN0000733,CUST00103,CAT10,2025-01-09,334.27,GBP,Direct Debit,Mobile App,334.27,2025,1,January,1,Thursday
TXN0002554,CUST00027,CAT01,2026-01-11,113.98,GBP,Waitrose,Mobile App,113.98,2026,1,January,1,Sunday
TXN0007584,CUST00484,CAT05,2025-11-22,122.52,GBP,easyJet,Mobile App,122.52,2025,11,November,4,Saturday
TXN0009144,CUST00305,CAT03,2025-09-05,43.36,GBP,Just Eat,Mobile App,43.36,2025,9,September,3,Friday
TXN0008822,CUST00082,CAT08,2025-07-25,397.19,GBP,Argos,Card Payment,397.19,2025,7,July,3,Friday
TXN0002663,CUST00475,CAT08,2025-04-13,94.14,GBP,John Lewis,Card Payment,94.14,2025,4,April,2,Sunday
TXN0008271,CUST00328,CAT03,2026-05-23,30.69,GBP,Pret A Manger,Online Banking,30.69,2026,5,May,2,Saturday
TXN0008560,CUST00287,CAT01,2025-02-09,100.24,GBP,Waitrose,Online Banking,100.24,2025,2,February,1,Sunday
TXN0003114,CUST00349,CAT05,2025-11-23,100.37,GBP,Airbnb,Online Banking,100.37,2025,11,November,4,Sunday
TXN0003304,CUST00085,CAT07,2025-07-09,19.45,GBP,The Times,Card Payment,19.45,2025,7,July,3,Wednesday
TXN0006251,CUST00488,CAT03,2025-04-17,39.79,GBP,Nando's,Branch,39.79,2025,4,April,2,Thursday
TXN0001345,CUST00324,CAT07,2025-11-22,38.42,GBP,Apple,Mobile App,38.42,2025,11,November,4,Saturday
TXN0010869,CUST00302,CAT01,2026-03-02,65.39,GBP,ASDA,Mobile App,65.39,2026,3,March,1,Monday
TXN0007817,CUST00352,CAT04,2025-04-27,18.94,GBP,Netflix,Mobile App,18.94,2025,4,April,2,Sunday
TXN0001691,CUST00076,CAT08,2026-04-17,78.19,GBP,Amazon,ATM,78.19,2026,4,April,2,Friday
TXN0007701,CUST00318,CAT07,2025-01-10,49.85,GBP,The Times,ATM,49.85,2025,1,January,1,Friday
TXN0009016,CUST00306,CAT09,2025-03-30,15.77,GBP,Boots,ATM,15.77,2025,3,March,1,Sunday
TXN0005049,CUST00005,CAT10,2025-08-22,170.55,GBP,Cash Withdrawal,Mobile App,170.55,2025,8,August,3,Friday
TXN0007734,CUST00291,CAT05,2025-04-19,653.81,GBP,Trainline,Branch,653.81,2025,4,April,2,Saturday
TXN0008329,CUST00222,CAT03,2025-06-14,69.82,GBP,Costa Coffee,Mobile App,69.82,2025,6,June,2,Saturday
TXN0003309,CUST00159,CAT04,2025-12-09,25.33,GBP,Netflix,Card Payment,25.33,2025,12,December,4,Tuesday
TXN0001505,CUST00380,CAT06,2025-10-10,39.26,GBP,National Rail,Online Banking,39.26,2025,10,October,4,Friday
TXN0011305,CUST00022,CAT10,2025-09-14,16.44,GBP,Cash Withdrawal,Online Banking,16.44,2025,9,September,3,Sunday
TXN0001807,CUST00444,CAT07,2025-10-22,34.76,GBP,Amazon Prime,Card Payment,34.76,2025,10,October,4,Wednesday
TXN0003872,CUST00296,CAT02,2025-02-11,69.99,GBP,British Gas,Card Payment,69.99,2025,2,February,1,Tuesday
TXN0001289,CUST00266,CAT06,2025-12-11,5.25,GBP,Uber,Online Banking,5.25,2025,12,December,4,Thursday
TXN0003792,CUST00304,CAT07,2025-12-22,8.03,GBP,Apple,Mobile App,8.03,2025,12,December,4,Monday
TXN0005218,CUST00063,CAT08,2025-08-17,299.52,GBP,Argos,Mobile App,299.52,2025,8,August,3,Sunday
TXN0010066,CUST00227,CAT01,2025-02-26,80.19,GBP,Aldi,Card Payment,80.19,2025,2,February,1,Wednesday
TXN0011763,CUST00129,CAT06,2025-07-10,57.4,GBP,Uber,Online Banking,57.4,2025,7,July,3,Thursday
TXN0001068,CUST00153,CAT04,2026-02-21,11.08,GBP,Cineworld,Card Payment,11.08,2026,2,February,1,Saturday
TXN0011730,CUST00021,CAT09,2025-08-22,20.06,GBP,Specsavers,Online Banking,20.06,2025,8,August,3,Friday
TXN0001718,CUST00484,CAT05,2025-12-18,565.18,GBP,Airbnb,Mobile App,565.18,2025,12,December,4,Thursday
